comment_id	user_id	media_id	parent_comment_id	content	timestamp	deleted	tag	upvotes	downvotes	user_vote_type	username	profile_picture_url	is_mod	is_admin	reply_count	total_votes	changes
9461	6194321	30002		idk 100 yrs for one new chap	2024-04-03T14:46:07.000Z			0	0		Hapsan	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6194321-uXElCwdDdm95.png			0	6	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
4237	6194321	30002		idk 100 yrs for one new chap	2024-04-03T14:46:07.000Z			2	1		Hapsan	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6194321-uXElCwdDdm95.png			1	6	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
8692	5618687	30002		🐐	2024-03-23T22:51:36.000Z			0	0		Acviper	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5618687-wrNRjoa9sHR9.jpg			0	28	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
3214	5618687	30002		🐐	2024-03-23T22:51:35.000Z			2	0		Acviper	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5618687-wrNRjoa9sHR9.jpg			0	28	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
8472	6591541	30002		when's the new chapter coming 🥲this series is just too G.O.A.T	2024-03-22T10:03:47.000Z			0	0		Foxslayer7	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/default.png			0	1	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
2937	6591541	30002		when's the new chapter coming 🥲this series is just too G.O.A.T 	2024-03-22T10:03:47.000Z			2	0		Foxslayer7	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/default.png			1	1	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
7993	6506062	30002		absolutely legendary work, a real masterpiece i say!	2024-03-20T13:33:07.000Z			0	0		s4isho	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6506062-sUGgFloxkLXh.jpg			0	1	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
2049	6110204	30002		G.O.A.T 🔥🫡	2024-03-19T11:28:39.000Z			1	0		itsmechinmoy	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6110204-nhhnglDW5K7x.png	1		0	205	parent_comment_id,deleted,tag,user_vote_type,is_admin
7774	6110204	30002		G.O.A.T 🔥🫡	2024-03-19T11:28:39.000Z			0	0		itsmechinmoy	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6110204-nhhnglDW5K7x.png	1		0	205	parent_comment_id,deleted,tag,user_vote_type,is_admin
1471	6182526	30002		This shit is going down in history 	2024-03-05T12:36:02.000Z			1	0		meetsolanki	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6182526-Jm7BNgBc80Fs.jpg			1	3	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
1365	6029845	30002		🐐 goat	2024-03-02T06:59:30.000Z			1	0		Ginchaann	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6029845-LLXOnAeqqXww.png	1		0	32	parent_comment_id,deleted,tag,user_vote_type,is_admin
1198	6021941	30002		Peak	2024-02-27T20:54:17.000Z			1	0		Walker00	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6021941-zdldUqDcYJD5.png			0	3	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
582	6455906	30002		goated	2024-02-19T10:10:21.000Z			2	0		lftvrs	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6455906-EZmuqlM4mRtc.jpg			0	24	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
251	5804776	30002		First	2024-02-16T02:53:30.000Z			4	1		SunglassJerry	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5804776-P3s4mVko7Ttf.png	1		0	-1	parent_comment_id,deleted,tag,user_vote_type,is_admin
30721	382050	194742		She will Dou-minate our hearts by the end, truly the terrifying Maou-sama.	2026-01-08T09:32:23.000Z			0	0		UgetsuKitan	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b382050-kC7keHd7pcVT.jpg			0	65	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
30713	6135913	194742		cuteee	2026-01-08T03:28:51.000Z			0	0		JCSM2828	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6135913-4hTc8QYiM6fD.jpg			0	12	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
30667	6283259	194742		✋😐🤚	2026-01-07T12:10:01.000Z			1	0		OneRandomDude	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/default.png			0	149	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
30666	382050	194742		Adorable.	2026-01-07T10:43:34.000Z			0	0		UgetsuKitan	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b382050-kC7keHd7pcVT.jpg			0	65	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
30657	6264291	194742		so damn cute 😍😍	2026-01-07T03:53:58.000Z			0	0		GhostSlayer007	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/default.png			0	0	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
30648	6181861	194742		wtf XDDD	2026-01-06T22:49:40.000Z			1	0		Teero	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6181861-JiXGM0v1i4sA.png			0	6	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
30670	7186153	20665		just back tf up son😭😭😭😭😭	2026-01-07T13:06:52.000Z		9	0	0		guywithacoolname	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b7186153-5qAziLCZhm67.jpg			0	3	parent_comment_id,deleted,user_vote_type,is_mod,is_admin
22842	6532814	20665		never liked classical much but this is pretty good  (still not a fan of the character designs tho, who the hell decided to give anime characters lips)	2025-04-19T23:57:25.000Z			0	0		Cylixr	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6532814-EQPR909wmBOJ.png			0	9	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
22750	5887819	20665		Now started With This heavy Heart	2025-04-17T16:44:27.000Z			0	0		FaallenDevil	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5887819-Hua0Jiu6xqDN.jpg			0	0	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
22612	7116607	20665		Today was the finishing bow that destroyed me totally 😭😭	2025-04-13T12:13:05.000Z			0	0		KimAllu	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b7116607-tBMrPsJ8AfWf.jpg			0	1	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
22599	6907832	20665		time to watch this	2025-04-13T06:35:29.000Z			0	0		Subaaruu	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6907832-OcSAvb87Hu79.jpg			0	8	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
22579	6728920	20665		shit man no matter how many times i watch or how hard i try can't stop a single drop of 🥺😩	2025-04-12T19:58:20.000Z			0	0		SCorpi0	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6728920-jCawohkfxScP.jpg			0	0	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
22128	7116607	20665		I am gonna start watching this masterpiece in april	2025-04-06T15:42:07.000Z			0	0		KimAllu	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b7116607-tBMrPsJ8AfWf.jpg			0	1	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
21977	7120756	20665		its that time of the year again	2025-04-04T00:58:50.000Z			0	0		Ashian	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b7120756-eHrVLxHuh4v4.png			0	2	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
21865	6819867	20665		its time	2025-04-02T08:38:56.000Z			0	0		heavenly001	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6819867-LxvWFHV5CTkX.jpg			0	4	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
21863	7087917	20665		it's again april 💔	2025-04-02T07:48:41.000Z			0	0		Rpram143	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/default.png			0	0	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
21823	6451566	20665		back again cuz of tradition 🥲	2025-04-01T16:37:57.000Z			0	0		Pirate	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6451566-3BAfrZVXKGjn.jpg			0	12	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
21803	6569791	20665		ya 🥲 time to re-watch	2025-04-01T09:14:43.000Z			0	0		HUSEN1	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6569791-Ylro84z07BVO.jpg			0	4	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
21693	5970726	20665		its april again	2025-03-30T09:51:31.000Z			0	0		Sammaglin	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5970726-eG2uorrf6AdD.jpg			0	0	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
20504	6052705	20665		GOOD SHIT	2025-02-24T07:37:05.000Z			0	0		CamTheMemeMan	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/default.png			0	0	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
19209	6827370	20665		I haven't watched this yet but I absolutely love the opening	2025-01-12T17:56:43.000Z			0	0		kinger74	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6827370-TqHUfeBqrBmI.jpg			0	14	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
13366	5391431	20665		"<img src=""https://i.imgur.com/rVNi1aU.jpeg"" alt="""">"	2024-07-13T20:46:53.000Z			0	0		Dezron	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5391431-LWkvf3SwNG0N.png			0	30	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
11394	6415908	20665		bruh.	2024-05-21T22:26:34.000Z			0	0		Fearocanity	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6415908-Bd4DNPf0taaA.jpg			0	214	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
6714	6415908	20665		bruh.	2024-05-21T22:26:34.000Z			0	0		Fearocanity	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6415908-Bd4DNPf0taaA.jpg			0	214	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
5720	6038705	20665		If only they had a better ending😭	2024-04-28T15:07:12.000Z			1	0		ShenNote	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6038705-PI0dSsm0jK4F.png			0	3	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
9886	5976348	20665		bro I tried to watch but I can't it's so emotional	2024-04-09T16:16:01.000Z			0	0		RISHU05	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5976348-BGktY8KVYsN7.jpg			0	-1	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
9867	6451566	20665		yaayyy let's do it	2024-04-09T13:58:17.000Z			0	0		Pirate	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6451566-3BAfrZVXKGjn.jpg			0	12	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
9866	6451566	20665		everyone must watch it in April	2024-04-09T13:51:46.000Z			0	0		Pirate	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6451566-3BAfrZVXKGjn.jpg			0	12	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
4717	5976348	20665		it's April should I watch this anime again please reply 	2024-04-09T05:00:02.000Z			1	0		RISHU05	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5976348-BGktY8KVYsN7.jpg			2	-1	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
9837	6701529	20665		real DAWG 😞	2024-04-09T04:58:16.000Z			0	0		Thewoderer	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6701529-GRNneXrKwLYt.jpg			0	0	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
9784	6153589	20665		people who really cried >	2024-04-08T09:04:54.000Z			0	0		EndaNogah	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6153589-En1OXJMmaHL5.png			0	-7	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
4648	6153589	20665		people who really cried >	2024-04-08T09:04:53.000Z			3	1		EndaNogah	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6153589-En1OXJMmaHL5.png			1	-7	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
9589	6400701	20665		we'll suffer together in this hell dazai and may be we can double suicide together	2024-04-06T06:24:17.000Z			0	0		ZehniSaksh	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6400701-e697PSwZcddx.png			0	38	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
9355	6162699	20665		Another Spring without you is here💟	2024-04-02T08:01:54.000Z			0	0		Livid	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6162699-l4OvplnxtCLr.png			0	7	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
4092	6162699	20665		Another Spring without you is here💟	2024-04-02T08:01:54.000Z			4	1		Livid	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6162699-l4OvplnxtCLr.png			0	7	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
9333	6400701	20665		the devs did Your Lie In April dirty bro, my boy doesn't deserve this	2024-04-02T01:24:32.000Z			0	0		ZehniSaksh	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6400701-e697PSwZcddx.png			0	38	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
4066	6400701	20665		the devs did Your Lie In April dirty bro, my boy doesn't deserve this 	2024-04-02T01:24:31.000Z			4	0		ZehniSaksh	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6400701-e697PSwZcddx.png			1	38	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
9304	6400701	20665		April's here So I am back to Hurt myself again	2024-04-01T15:59:42.000Z			0	0		ZehniSaksh	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6400701-e697PSwZcddx.png			0	38	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
4032	6400701	20665		April's here So I am back to Hurt myself again	2024-04-01T15:59:42.000Z			2	0		ZehniSaksh	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6400701-e697PSwZcddx.png			1	38	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
4031	6456629	20665		April's here	2024-04-01T15:40:09.000Z			1	0		UNKNOWN0MPN	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/default.png			0	1	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
3965	5786408	20665		april tomm, time to hurt myself again	2024-03-31T16:10:22.000Z			0	0		pelep	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5786408-qFsJ7j1LrbrF.jpg			0	27	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
9262	5786408	20665		april tomm, time to hurt myself again	2024-03-31T16:10:14.000Z			0	0		pelep	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5786408-qFsJ7j1LrbrF.jpg			0	27	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
9134	5786408	20665		hapoy ending right?	2024-03-30T01:10:38.000Z			0	0		pelep	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5786408-qFsJ7j1LrbrF.jpg			0	27	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
8950	6623803	20665		who steal my tissues?🤧😭😭😭	2024-03-27T03:26:51.000Z			0	0		JohnXD	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6623803-zZrbpQg2u93u.jpg			0	6	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
3558	6623803	20665		who steal my tissues?🤧😭😭😭	2024-03-27T03:26:51.000Z			2	0		JohnXD	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6623803-zZrbpQg2u93u.jpg			0	6	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
8914	6162699	20665		Most Fav💔✨	2024-03-26T10:33:17.000Z			0	0		Livid	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6162699-l4OvplnxtCLr.png			0	7	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
3505	6162699	20665		Most Fav💔✨	2024-03-26T10:33:17.000Z			1	0		Livid	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6162699-l4OvplnxtCLr.png			0	7	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
2855	6451566	20665		I didn't know that It would end like this 😢	2024-03-21T16:22:53.000Z			3	0		Pirate	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6451566-3BAfrZVXKGjn.jpg			1	12	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
2507	6621131	20665		if they could confessed face to face	2024-03-20T19:02:48.000Z			0	0		ragnarlothbroke7	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6621131-ptji3lQ33zxa.jpg			0	17	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
444	5757697	20665		Believe me it has the best happy ending.😁	2024-02-16T15:49:27.000Z			4	1		TheInvincibleMikey	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5757697-DpYCIkltZQZV.jpg			1	5	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
30675	5734125	140475		legendary romcom, one of the best and the anime adaptation so far has been phenomenal, cant wait for both to continue. 	2026-01-07T17:18:05.000Z			0	0		TheMaster45822	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5734125-6N1f1gMHDVrw.jpg			0	0	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
30172	7560535	140475		just imagine 	2025-12-19T18:05:25.000Z			0	0		Dragontyg	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/default.png			0	0	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
30171	7560535	140475		imagine	2025-12-19T18:05:11.000Z			0	0		Dragontyg	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/default.png			0	0	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
24627	5791416	140475		[deleted]	2025-08-08T14:14:52.000Z	1		1	15		sksaif	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5791416-JGHTN7rFBpL0.jpg			1	2	parent_comment_id,tag,user_vote_type,is_mod,is_admin
24288	6097556	140475		peak 	2025-06-10T12:25:56.000Z			8	0		Haroldz	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6097556-2cJoyphP9y5c.png			0	33	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
20192	6819867	140475		peak	2025-02-13T05:14:11.000Z			4	0		heavenly001	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6819867-LxvWFHV5CTkX.jpg			0	4	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
19915	6025655	140475		what are we imagining	2025-02-03T05:53:55.000Z			0	0		EpicTacoSenpai	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/default.png			0	0	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
19828	5817887	140475		imagine	2025-01-30T15:13:48.000Z			0	0		Koishi213	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5817887-TuXn6QS7OyNX.png			0	-2	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
19237	6697248	140475		damn .... loving this manga . it's 🔥	2025-01-13T05:41:25.000Z			1	0		aBiKaZe	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6697248-t9qfUEpwdgtS.png			0	12	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
18079	6706338	140475		one of the greatest romance mangas ngl	2024-12-08T10:50:20.000Z			1	0		MintTree	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6706338-qCIdC5H8fRqP.jpg			0	1	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
17793	7045219	140475		why there's no chapter available?	2024-11-27T00:25:36.000Z			0	0		gloomycure	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/default.png			0	0	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
17769	6901694	140475		well it indeed is getting and animation looked beautiful	2024-11-25T22:12:23.000Z			1	0		Sakutaa21	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6901694-vKMGmrw6VrKs.jpg			1	3	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
17211	5839150	140475		hopefully	2024-11-03T06:15:31.000Z			0	0		chinh4	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5839150-BhzXhlmTURYD.png			0	5	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
16520	5786408	140475		well well well...	2024-10-14T11:39:13.000Z			0	0		pelep	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5786408-qFsJ7j1LrbrF.jpg			0	27	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
15361	6891923	140475		saku is my bro i hope he gets the shot in 10 chapters	2024-09-15T16:25:05.000Z			0	0		rizkiacry	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/default.png			0	-1	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
14875	6299293	140475		learn something for her Gojo. she's still alive	2024-08-31T08:31:20.000Z			0	0		Blackpooll	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6299293-g8cMaN0hIwcC.jpg			0	1	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
12882	5986881	140475		i need more chapters of subaru and saku 🥲	2024-07-05T16:02:00.000Z			1	0		Hamid999906	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5986881-qrN6soiYHXOy.png			0	-1	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
12454	6768965	140475		mann i wonder what Rintaro would choose in his future	2024-06-26T14:46:31.000Z			0	0		Minaaaq300	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6768965-0kwNZoLFZJAd.png			0	0	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
12453	6768965	140475		Is the manga finished? Just finished reading chapter 115 andd bruhh i can't wait for the next one 😭😭	2024-06-26T14:27:08.000Z			0	0		Minaaaq300	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6768965-0kwNZoLFZJAd.png			0	0	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
11256	5786408	140475		i slice of life should be enough	2024-05-18T14:56:32.000Z			0	0		pelep	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5786408-qFsJ7j1LrbrF.jpg			0	27	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
11255	5786408	140475		now, I don't know where the story is leading, hope the author did not have a plan to stop it yet	2024-05-18T14:56:22.000Z			0	0		pelep	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5786408-qFsJ7j1LrbrF.jpg			0	27	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
6551	5786408	140475		now, I don't know where the story is leading, hope the author did not have a plan to stop it yet	2024-05-18T14:56:22.000Z			0	0		pelep	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5786408-qFsJ7j1LrbrF.jpg			1	27	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
8732	5786408	140475		or like having an entire arc focusing on side characters like subaru natsusawa	2024-03-24T06:55:03.000Z			0	0		pelep	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5786408-qFsJ7j1LrbrF.jpg			0	27	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
8730	5786408	140475		kind of, i hope there's a incident or a big sort of problem arc soon....	2024-03-24T06:54:28.000Z			0	0		pelep	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5786408-qFsJ7j1LrbrF.jpg			0	27	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
8729	5786408	140475		definitely my favorite romance manga, hope it gets an anime adaptation soon	2024-03-24T06:53:42.000Z			0	0		pelep	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5786408-qFsJ7j1LrbrF.jpg			0	27	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
3258	5786408	140475		definitely my favorite romance manga, hope it gets an anime adaptation soon	2024-03-24T06:53:42.000Z			2	0		pelep	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b5786408-qFsJ7j1LrbrF.jpg			1	27	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
7739	6382364	140475		Feeling boring	2024-03-18T17:43:25.000Z			0	1		Aayush2063	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6382364-qIp2DvNJ7joY.jpg			0	6	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
1994	6382364	140475		Feeling boring 	2024-03-18T17:43:24.000Z			0	2		Aayush2063	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6382364-qIp2DvNJ7joY.jpg			2	6	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
30671	6305502	195515		we got a opm s3 competitor in animation 	2026-01-07T15:07:13.000Z			0	0		zensxin	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6305502-en0H9dTsFHy3.jpg			0	65	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
30658	6907832	195515		trash 	2026-01-07T05:08:44.000Z			0	0		Subaaruu	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6907832-OcSAvb87Hu79.jpg			0	8	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
30655	6415908	195515		the animation wack and has no life at all. ||and how tf the guy defeated the demon lord so easily?||	2026-01-07T03:29:15.000Z		1	0	0		Fearocanity	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6415908-Bd4DNPf0taaA.jpg			0	214	parent_comment_id,deleted,user_vote_type,is_mod,is_admin
30651	6768413	195515		looks like a decent rom com for once, lets pray and hope they don't pull out the love triangle with another girl. 	2026-01-07T02:19:26.000Z			0	0		ShivaAshifer	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6768413-ArwckZ8sZcS4.png			1	10	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
30647	6181861	195515		this is good 	2026-01-06T22:07:31.000Z			0	0		Teero	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6181861-JiXGM0v1i4sA.png			0	6	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
30641	7186153	195515		this might be the worst animation this season 😭😭😭	2026-01-06T18:11:42.000Z			0	0		guywithacoolname	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b7186153-5qAziLCZhm67.jpg			0	3	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
30628	6415908	195515		she looks like female version of rimuru	2026-01-06T08:34:25.000Z			1	0		Fearocanity	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6415908-Bd4DNPf0taaA.jpg			0	214	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
29954	6768413	195515		Finally a different Isekai for once	2025-12-06T19:50:36.000Z			1	0		ShivaAshifer	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6768413-ArwckZ8sZcS4.png			0	10	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
25426	6120929	195515		A romance/fantasy between a demon and a human cleric. 😲 Let's see how it goes when it comes out. 	2025-07-09T11:10:49.000Z			1	0		SushanLog	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/b6120929-KKeauXCGNmdy.jpg			0	457	parent_comment_id,deleted,tag,user_vote_type,is_mod,is_admin
30723	6388909	196547		test 2	2026-01-08T14:09:26.000Z			0	0		UnknownH	https://s4.anilist.co/file/anilistcdn/user/avatar/medium/default.png			0	0	parent_comment_id,content,timestamp,deleted,tag,user_vote_type,is_mod,is_admin
